ext_gene	transcript	eSTR	log10p	STR_pheno
F59E12.16	F59E12.16c	STR_8538	25.1506876724465	STR length
F59E12.16	F59E12.16c	STR_8560	21.7719324297774	STR length
F59E12.16	F59E12.16c	STR_8578	20.177324340561	STR length
F59E12.16	F59E12.16c	STR_8592	29.0104615279615	STR length
F59E12.16	F59E12.16c	STR_8596	15.9516454700233	STR length
F59E12.16	F59E12.16c	STR_8599	26.3774040437713	STR length
F59E12.16	F59E12.16c	STR_8602	7.28927355512382	STR length
F59E12.16	F59E12.16c	STR_8658	24.0543209661133	STR length
F59E12.16	F59E12.16c	STR_8661	26.3503445390834	STR length
F59E12.16	F59E12.16c	STR_8669	21.339323150432	STR length
F59E12.16	F59E12.16c	STR_8704	27.7940658564483	STR length
npl-4.1	F59E12.4a.1	STR_8632	8.54157659379404	STR length
npl-4.1	F59E12.4a.1	STR_8658	27.3335213536839	STR length
npl-4.1	F59E12.4a.1	STR_8661	26.8885966291605	STR length
npl-4.1	F59E12.4a.1	STR_8669	28.1084663941619	STR length
npl-4.1	F59E12.4a.1	STR_8704	23.2764896421133	STR length
npl-4.1	F59E12.4a.1	STR_8774	7.74132767691391	STR length
npl-4.1	F59E12.4a.1	STR_8780	15.9018596000592	STR length
npl-4.1	F59E12.4a.1	STR_8798	25.127542631799	STR length
npl-4.1	F59E12.4a.1	STR_8799	18.5189788789501	STR length
npl-4.1	F59E12.4a.1	STR_8807	21.6768107975441	STR length
npl-4.1	F59E12.4a.1	STR_8818	15.0648067043094	STR length
npl-4.1	F59E12.4a.1	STR_8821	22.1469819549974	STR length
npl-4.1	F59E12.4a.1	STR_8839	11.4277242329199	STR length
npl-4.1	F59E12.4a.1	STR_8846	20.307620308109	STR length
npl-4.1	F59E12.4a.1	STR_8868	17.3001858943186	STR length
npl-4.1	F59E12.4a.1	STR_8901	19.452599399938	STR length
npl-4.1	F59E12.4a.1	STR_8932	26.5326215375508	STR length
npl-4.1	F59E12.4a.1	STR_8941	28.366337844408	STR length
npl-4.1	F59E12.4a.1	STR_8944	30.4196551016693	STR length
npl-4.1	F59E12.4a.1	STR_8969	25.4839921143775	STR length
npl-4.1	F59E12.4a.1	STR_8990	25.1682305303759	STR length
npl-4.1	F59E12.4a.1	STR_8991	21.3435630360155	STR length
npl-4.1	F59E12.4a.1	STR_9086	24.3664819063346	STR length
npl-4.1	F59E12.4a.1	STR_9101	23.8926781887867	STR length
npl-4.1	F59E12.4a.1	STR_9102	15.6452962095219	STR length
npl-4.1	F59E12.4a.1	STR_9132	9.01257588026845	STR length
npl-4.1	F59E12.4a.1	STR_9143	25.3838066676675	STR length
npl-4.1	F59E12.4a.1	STR_9171	21.9864135694117	STR length
npl-4.1	F59E12.4a.1	STR_9232	18.4055389442331	STR length
npl-4.1	F59E12.4a.1	STR_9251	14.1439342588657	STR length
npl-4.1	F59E12.4a.1	STR_9265	19.130653097524	STR length
npl-4.1	F59E12.4a.1	STR_9291	19.096044104462	STR length
npl-4.1	F59E12.4a.1	STR_9557	8.36412541441726	STR length
npl-4.1	F59E12.4a.1	STR_9718	13.9072745952521	STR length
npl-4.1	F59E12.4b.1	STR_8632	9.76973076123326	STR length
npl-4.1	F59E12.4b.1	STR_8658	32.4550357288213	STR length
npl-4.1	F59E12.4b.1	STR_8661	32.2378241909742	STR length
npl-4.1	F59E12.4b.1	STR_8669	33.342734746774	STR length
npl-4.1	F59E12.4b.1	STR_8704	26.3058381651088	STR length
npl-4.1	F59E12.4b.1	STR_8774	7.39719424937653	STR length
npl-4.1	F59E12.4b.1	STR_8780	19.5420149791462	STR length
npl-4.1	F59E12.4b.1	STR_8798	29.8452225829583	STR length
npl-4.1	F59E12.4b.1	STR_8799	22.1899043118674	STR length
npl-4.1	F59E12.4b.1	STR_8807	24.6102815531085	STR length
npl-4.1	F59E12.4b.1	STR_8818	18.0389138374655	STR length
npl-4.1	F59E12.4b.1	STR_8821	27.398863620148	STR length
npl-4.1	F59E12.4b.1	STR_8839	14.4241148471384	STR length
npl-4.1	F59E12.4b.1	STR_8846	25.7764780923429	STR length
npl-4.1	F59E12.4b.1	STR_8868	21.1299075417387	STR length
npl-4.1	F59E12.4b.1	STR_8901	24.8766143923042	STR length
npl-4.1	F59E12.4b.1	STR_8932	34.2979727416547	STR length
npl-4.1	F59E12.4b.1	STR_8941	33.8905702356973	STR length
npl-4.1	F59E12.4b.1	STR_8944	35.2104797458345	STR length
npl-4.1	F59E12.4b.1	STR_8969	31.2512286220065	STR length
npl-4.1	F59E12.4b.1	STR_8990	30.3207696154672	STR length
npl-4.1	F59E12.4b.1	STR_8991	26.0316004007875	STR length
npl-4.1	F59E12.4b.1	STR_9086	28.2283498248909	STR length
npl-4.1	F59E12.4b.1	STR_9101	30.3481274751357	STR length
npl-4.1	F59E12.4b.1	STR_9102	20.2308342018581	STR length
npl-4.1	F59E12.4b.1	STR_9132	10.0845422069787	STR length
npl-4.1	F59E12.4b.1	STR_9143	31.7537884814029	STR length
npl-4.1	F59E12.4b.1	STR_9171	25.0992273461169	STR length
npl-4.1	F59E12.4b.1	STR_9232	21.9622833158977	STR length
npl-4.1	F59E12.4b.1	STR_9251	16.5810231285164	STR length
npl-4.1	F59E12.4b.1	STR_9265	22.5542791330567	STR length
npl-4.1	F59E12.4b.1	STR_9291	22.7686267020912	STR length
npl-4.1	F59E12.4b.1	STR_9557	10.2291800676084	STR length
cgt-3	F59G1.1b.1	STR_8233	7.29332910617962	STR length
cgt-3	F59G1.1b.1	STR_8244	7.53357973889082	STR length
bath-3	F59H6.10.2	STR_18282	8.26127213470265	STR length
bath-3	F59H6.10.2	STR_18309	9.99940215246414	STR length
bath-3	F59H6.10.2	STR_18968	7.88601931099364	STR length
bath-3	F59H6.10.2	STR_19021	7.03400025327404	STR length
bath-3	F59H6.10.2	STR_19067	9.5637604191538	STR length
bath-3	F59H6.10.2	STR_30416	7.33822454679105	STR length
bath-3	F59H6.10.2	STR_30477	7.88543238735925	STR length
bath-3	F59H6.10.2	STR_30491	11.1040534980174	STR length
bath-5	F59H6.11.1	STR_14726	7.98970461327921	STR length
bath-5	F59H6.11.1	STR_14727	13.4790534282044	STR length
bath-5	F59H6.11.1	STR_15205	7.36712146299755	STR length
H04D03.7	H04D03.7.1	STR_24921	9.1599602917721	STR length
H11L12.1	H11L12.1.1	STR_30798	6.94038466510188	STR length
H11L12.1	H11L12.1.1	STR_30803	10.1984605678535	STR length
H11L12.1	H11L12.1.1	STR_30837	7.20018983577849	STR length
H11L12.1	H11L12.1.1	STR_30900	18.4092435383726	STR length
H11L12.1	H11L12.1.1	STR_30905	16.2574760925012	STR length
H11L12.1	H11L12.1.1	STR_30908	15.1818575350308	STR length
H11L12.1	H11L12.1.1	STR_30923	10.181237264933	STR length
H11L12.1	H11L12.1.1	STR_30939	6.99447361756272	STR length
H11L12.1	H11L12.1.1	STR_30943	14.1826363222123	STR length
H11L12.1	H11L12.1.1	STR_30948	12.9452307928939	STR length
H11L12.1	H11L12.1.1	STR_30952	14.8156444902466	STR length
H11L12.1	H11L12.1.1	STR_30953	11.9661746681653	STR length
H11L12.1	H11L12.1.1	STR_30962	12.9063455944243	STR length
H11L12.1	H11L12.1.1	STR_31053	7.93328441329673	STR length
H11L12.1	H11L12.1.1	STR_31084	7.19557675072401	STR length
H11L12.1	H11L12.1.1	STR_31087	7.7342120302957	STR length
H11L12.1	H11L12.1.1	STR_31094	8.06050300043414	STR length
H11L12.1	H11L12.1.1	STR_31100	12.9386734672454	STR length
H11L12.1	H11L12.1.1	STR_31117	9.89419775332181	STR length
H11L12.1	H11L12.1.1	STR_31160	14.7717925459695	STR length
H11L12.1	H11L12.1.1	STR_31166	15.9360921896411	STR length
H11L12.1	H11L12.1.1	STR_31262	9.31948854202225	STR length
H11L12.1	H11L12.1.1	STR_31268	8.16262975065268	STR length
H11L12.1	H11L12.1.1	STR_31270	7.32119985920611	STR length
H11L12.1	H11L12.1.1	STR_31326	9.32800781592247	STR length
H11L12.1	H11L12.1.1	STR_31327	22.5884649600856	STR length
H11L12.1	H11L12.1.1	STR_31386	11.436512874143	STR length
H11L12.1	H11L12.1.1	STR_31434	7.80787986907417	STR length
H11L12.1	H11L12.1.1	STR_31435	8.51039684486986	STR length
H11L12.1	H11L12.1.1	STR_31444	21.7972691044862	STR length
H11L12.1	H11L12.1.1	STR_31450	6.99471504367601	STR length
H11L12.1	H11L12.1.1	STR_31477	7.17073246176623	STR length
H11L12.1	H11L12.1.1	STR_31478	7.42028217984673	STR length
H11L12.1	H11L12.1.1	STR_31485	9.90858563725375	STR length
H11L12.1	H11L12.1.1	STR_31497	26.7260544723798	STR length
H11L12.1	H11L12.1.1	STR_31505	15.1738330757255	STR length
H11L12.1	H11L12.1.1	STR_31506	8.85291047994795	STR length
H11L12.1	H11L12.1.1	STR_31517	8.15992510056251	STR length
H11L12.1	H11L12.1.1	STR_31552	11.5625123871457	STR length
H11L12.1	H11L12.1.1	STR_31579	24.0172570193463	STR length
H11L12.1	H11L12.1.1	STR_31590	7.45192439345311	STR length
H11L12.1	H11L12.1.1	STR_31591	35.0533520002689	STR length
H11L12.1	H11L12.1.1	STR_31593	13.2242567062983	STR length
H11L12.1	H11L12.1.1	STR_31594	7.5392541680821	STR length
H11L12.1	H11L12.1.1	STR_31598	7.72866791350474	STR length
H11L12.1	H11L12.1.1	STR_31655	8.84211616174044	STR length
H11L12.1	H11L12.1.1	STR_31670	10.6669028081796	STR length
H11L12.1	H11L12.1.1	STR_31672	29.3462443260665	STR length
H11L12.1	H11L12.1.1	STR_31742	8.60916376618687	STR length
H11L12.1	H11L12.1.1	STR_31744	7.7634713205967	STR length
H11L12.1	H11L12.1.1	STR_31764	30.5727074037818	STR length
H11L12.1	H11L12.1.1	STR_31790	14.804494744615	STR length
H11L12.1	H11L12.1.1	STR_31808	9.14922876434598	STR length
H11L12.1	H11L12.1.1	STR_31825	10.3398105891032	STR length
H11L12.1	H11L12.1.1	STR_31861	30.5839074734955	STR length
H11L12.1	H11L12.1.1	STR_31879	8.1502378994901	STR length
H11L12.1	H11L12.1.1	STR_31927	27.6595917306317	STR length
H11L12.1	H11L12.1.1	STR_31938	28.3968713155226	STR length
H11L12.1	H11L12.1.1	STR_31968	24.9481086592627	STR length
H11L12.1	H11L12.1.1	STR_31978	11.0502258071497	STR length
H13N06.2	H13N06.2.1	STR_19328	6.86615769779614	STR length
H13N06.2	H13N06.2.1	STR_21111	7.02715008257956	STR length
zipt-7.2	H13N06.5.1	STR_25066	7.54305333908161	STR length
H14A12.3	H14A12.3.1	STR_26483	6.8742778567872	STR length
H14A12.3	H14A12.3.1	STR_26610	7.11357816599252	STR length
H14A12.3	H14A12.3.1	STR_26613	7.39886959980194	STR length
H14A12.3	H14A12.3.1	STR_26943	8.46026516398016	STR length
H14A12.3	H14A12.3.1	STR_27144	7.82011584862113	STR length
H14A12.3	H14A12.3.1	STR_27166	8.57159932636961	STR length
mls-1	H14A12.4.1	STR_13206	7.47162822748218	STR length
mls-1	H14A12.4.1	STR_13904	7.57251995501961	STR length
mls-1	H14A12.4.1	STR_13973	8.37785098777608	STR length
H14E04.2	H14E04.2c.2	STR_12113	7.02173240143683	STR length
H14E04.2	H14E04.2c.2	STR_12397	7.12811362292738	STR length
H14E04.2	H14E04.2c.2	STR_12836	9.13972678249289	STR length
H14E04.2	H14E04.2c.2	STR_12901	7.15984450142436	STR length
H14E04.2	H14E04.2c.2	STR_13084	8.7561867203443	STR length
H14E04.2	H14E04.2c.2	STR_13091	8.47823766877347	STR length
H14E04.2	H14E04.2c.2	STR_13123	11.3328648609468	STR length
H14E04.2	H14E04.2c.2	STR_13206	13.0534259614296	STR length
H14E04.2	H14E04.2c.2	STR_13392	9.00615550275528	STR length
H14E04.2	H14E04.2c.2	STR_13399	10.4741207181461	STR length
H14E04.2	H14E04.2c.2	STR_13545	7.79009584168598	STR length
H14E04.2	H14E04.2c.2	STR_13678	9.28821194561647	STR length
H14E04.2	H14E04.2c.2	STR_13760	11.8859684822984	STR length
H14E04.2	H14E04.2c.2	STR_13901	10.516675963612	STR length
H14E04.2	H14E04.2c.2	STR_13904	9.96877306011163	STR length
H14E04.2	H14E04.2c.2	STR_13942	9.92406812354349	STR length
H14E04.2	H14E04.2c.2	STR_13973	11.9286696060941	STR length
otpl-8	H19J13.1.1	STR_24917	8.51971927080869	STR length
H32C10.1	H32C10.1b.1	STR_18607	8.19118085067728	STR length
H32C10.1	H32C10.1b.1	STR_18614	6.97470175180648	STR length
H32C10.1	H32C10.1b.1	STR_18686	7.44446103695582	STR length
H32C10.1	H32C10.1b.1	STR_18707	7.75112960711352	STR length
H32C10.1	H32C10.1b.1	STR_18825	7.82171067511898	STR length
H32C10.1	H32C10.1b.1	STR_18834	8.10570455084572	STR length
H32C10.1	H32C10.1b.1	STR_18873	8.21623823510453	STR length
H32C10.1	H32C10.1b.1	STR_18877	9.02567691940857	STR length
H32C10.1	H32C10.1b.1	STR_18889	7.029513412923	STR length
H32C10.1	H32C10.1b.1	STR_19015	6.9122876703913	STR length
H32C10.1	H32C10.1b.1	STR_19021	7.84882318395911	STR length
H32C10.1	H32C10.1b.1	STR_19214	8.12773787630703	STR length
H32C10.1	H32C10.1b.1	STR_19216	10.2536166963702	STR length
H32C10.1	H32C10.1b.1	STR_19264	9.28712516035188	STR length
H32C10.1	H32C10.1b.1	STR_19275	9.47972524528833	STR length
H32C10.1	H32C10.1b.1	STR_19279	9.06480694237964	STR length
H32C10.1	H32C10.1b.1	STR_19365	11.0461190995909	STR length
H32C10.1	H32C10.1b.1	STR_19376	7.59955894171126	STR length
H32C10.1	H32C10.1b.1	STR_19387	7.06610289763861	STR length
H32C10.1	H32C10.1b.1	STR_19414	7.46261019364511	STR length
H32C10.1	H32C10.1b.1	STR_19475	6.88326017795288	STR length
H32C10.1	H32C10.1b.1	STR_19732	6.88653533785859	STR length
H37A05.4	H37A05.4a.1	STR_15394	7.28795220999858	STR length
H37A05.4	H37A05.4a.1	STR_15596	7.09166023490899	STR length
lin-54	JC8.6c.1	STR_24850	7.2264116150887	STR length
lin-54	JC8.6c.1	STR_25250	7.15985042667036	STR length
lin-54	JC8.6d.1	STR_10204	7.0125727672104	STR length
lin-54	JC8.6d.1	STR_10293	8.05097153778692	STR length
lin-54	JC8.6d.1	STR_10334	8.30505942602832	STR length
lin-54	JC8.6d.1	STR_10342	8.06525418498226	STR length
lin-54	JC8.6d.1	STR_10724	8.32050225520362	STR length
mps-2	K01A2.8d.1	STR_10161	8.81842999479983	STR length
mps-2	K01A2.8d.1	STR_14230	9.24481847342283	STR length
mps-2	K01A2.8d.1	STR_14302	12.4737300119174	STR length
mps-2	K01A2.8d.1	STR_14377	10.537483848599	STR length
mps-2	K01A2.8d.1	STR_14727	7.79652499223366	STR length
mps-2	K01A2.8d.1	STR_25367	7.5362321144	STR length
mps-2	K01A2.8d.1	STR_25429	7.20002624492662	STR length
cdr-6	K01D12.12.1	STR_29168	6.98668365512185	STR length
K01D12.15	K01D12.15.1	STR_23145	8.09169878785753	STR length
K01D12.15	K01D12.15.1	STR_23983	6.9130245873281	STR length
K01D12.15	K01D12.15.1	STR_24036	7.56590397342923	STR length
K01D12.15	K01D12.15.1	STR_24042	7.35291346607052	STR length
K01D12.15	K01D12.15.1	STR_24097	7.49150095379768	STR length
K01D12.15	K01D12.15.1	STR_24154	10.0554903589644	STR length
K01D12.15	K01D12.15.1	STR_24365	7.57607269864108	STR length
K01D12.15	K01D12.15.1	STR_24399	6.99762248956443	STR length
K01D12.3	K01D12.3	STR_22145	7.377551792244	STR length
K01D12.3	K01D12.3	STR_22153	8.43467102617798	STR length
K01D12.3	K01D12.3	STR_22158	9.04048310646184	STR length
K01D12.3	K01D12.3	STR_22423	10.9743371340305	STR length
K01D12.3	K01D12.3	STR_22487	15.8807054590407	STR length
K01D12.3	K01D12.3	STR_22609	9.62572221682164	STR length
K01D12.3	K01D12.3	STR_22625	11.7030896174205	STR length
K01D12.3	K01D12.3	STR_22650	6.90006260340227	STR length
K01D12.3	K01D12.3	STR_22809	9.07556656563529	STR length
snap-29	K02D10.5.2	STR_26943	8.37748316370856	STR length
snap-29	K02D10.5.2	STR_27144	7.53320289808033	STR length
snap-29	K02D10.5.2	STR_27166	8.1670061561893	STR length
K02E10.4	K02E10.4a.2	STR_23910	7.03685589611559	STR length
K02E10.4	K02E10.4a.2	STR_24022	7.88227661071963	STR length
K02E10.4	K02E10.4a.2	STR_24029	9.47414454492338	STR length
K02E10.4	K02E10.4a.2	STR_24036	10.0372163908129	STR length
K02E10.4	K02E10.4a.2	STR_24042	9.3737707467484	STR length
K02E10.4	K02E10.4a.2	STR_24899	7.77292772421762	STR length
K02E10.4	K02E10.4a.2	STR_24917	6.89266581362669	STR length
K02E10.4	K02E10.4b.1	STR_30457	7.65244273488656	STR length
K02E10.4	K02E10.4b.1	STR_30506	7.01966867780162	STR length
ins-35	K02E2.4.1	STR_24899	9.05999979103665	STR length
ins-35	K02E2.4.1	STR_24917	7.75112899708645	STR length
ins-35	K02E2.4.1	STR_25146	8.12352897966068	STR length
ins-35	K02E2.4.1	STR_25159	7.35006050524801	STR length
K02E2.6	K02E2.6.1	STR_2340	9.07159657727794	STR length
K02E2.6	K02E2.6.1	STR_2343	6.91764494481206	STR length
K02E2.6	K02E2.6.1	STR_2430	7.35371305234898	STR length
btb-10	K02E7.9.1	STR_5771	9.50769319240197	STR length
btb-10	K02E7.9.1	STR_5852	7.19601161925203	STR length
btb-10	K02E7.9.1	STR_5990	8.34531563744544	STR length
btb-10	K02E7.9.1	STR_6008	8.47186404679985	STR length
btb-10	K02E7.9.1	STR_6138	9.12029700633508	STR length
btb-10	K02E7.9.1	STR_6274	9.33983549396407	STR length
btb-10	K02E7.9.1	STR_6312	11.6572268850279	STR length
btb-10	K02E7.9.1	STR_6418	8.67536862861098	STR length
btb-10	K02E7.9.1	STR_6767	10.0225441878017	STR length
his-38	K03A1.6.1	STR_29038	7.50608375104733	STR length
his-38	K03A1.6.1	STR_29060	8.57345620692593	STR length
his-38	K03A1.6.1	STR_29077	9.82368027243373	STR length
his-38	K03A1.6.1	STR_29088	8.78917842254392	STR length
his-38	K03A1.6.1	STR_29142	9.75902876851735	STR length
his-38	K03A1.6.1	STR_29147	7.65010025142239	STR length
his-38	K03A1.6.1	STR_29315	9.91459894663013	STR length
fbxa-102	K03D7.7.1	STR_6612	8.36610706615618	STR length
dre-1	K04A8.6a.2	STR_23461	7.25071384173804	STR length
dre-1	K04A8.6a.2	STR_23722	8.50219445343901	STR length
dre-1	K04A8.6a.2	STR_23751	7.48306583226938	STR length
dre-1	K04A8.6a.2	STR_23812	9.17768672082647	STR length
mspn-1	K04D7.2b.2	STR_29810	7.12269569327877	STR length
nas-33	K04E7.3.1	STR_24899	6.87869174505802	STR length
nas-33	K04E7.3.1	STR_29315	7.46004070900839	STR length
eif-2beta	K04G2.1.2	STR_29490	6.8645869099892	STR length
K04H4.2	K04H4.2a.1	STR_24917	7.1517035188065	STR length
K04H4.2	K04H4.2a.2	STR_24917	7.70031303689161	STR length
K04H4.2	K04H4.2c.1	STR_24705	7.40340182247383	STR length
K04H4.2	K04H4.2c.1	STR_24724	7.91784690555996	STR length
K04H4.2	K04H4.2c.1	STR_24917	9.44305393995395	STR length
K05F6.16	K05F6.16	STR_10183	6.90461349235734	STR length
K05F6.16	K05F6.16	STR_10490	7.84587035084782	STR length
K05F6.16	K05F6.16	STR_10518	7.09997229115129	STR length
K05F6.16	K05F6.16	STR_10531	9.17765562782998	STR length
K05F6.16	K05F6.16	STR_10628	8.55384671176111	STR length
K05F6.16	K05F6.16	STR_10679	7.63468391961439	STR length
K05F6.16	K05F6.16	STR_10713	8.71101796169248	STR length
K06B9.4	K06B9.4	STR_13408	9.07510001520707	STR length
K06B9.4	K06B9.4	STR_13419	6.99825707144482	STR length
K06B9.4	K06B9.4	STR_13432	11.5503892134348	STR length
K06B9.4	K06B9.4	STR_13447	10.3235963186123	STR length
K06B9.4	K06B9.4	STR_13458	12.806477887266	STR length
K06B9.4	K06B9.4	STR_13472	13.0082611730917	STR length
K06B9.4	K06B9.4	STR_13492	9.51150054668912	STR length
K06B9.4	K06B9.4	STR_13591	12.0038890811254	STR length
K06B9.4	K06B9.4	STR_13620	7.22499464546267	STR length
K06B9.4	K06B9.4	STR_13633	8.72165837840086	STR length
K06B9.4	K06B9.4	STR_13750	9.09855299138228	STR length
K06B9.4	K06B9.4	STR_13755	9.99198940722303	STR length
K06B9.4	K06B9.4	STR_13761	7.11596220721324	STR length
K06B9.4	K06B9.4	STR_13902	9.0480399875234	STR length
K06B9.4	K06B9.4	STR_13944	11.5717443557886	STR length
K06B9.4	K06B9.4	STR_13946	9.7168877942939	STR length
his-22	K06C4.12.1	STR_5771	7.05577885790037	STR length
his-22	K06C4.12.1	STR_5983	8.00556801614893	STR length
his-22	K06C4.12.1	STR_6418	8.10506122884112	STR length
frpr-13	K06C4.17.1	STR_23933	12.2809389558807	STR length
frpr-13	K06C4.17.1	STR_24141	9.4592869580655	STR length
frpr-13	K06C4.17.1	STR_24576	7.8054957927007	STR length
frpr-13	K06C4.17.1	STR_24583	7.47111076985722	STR length
his-20	K06C4.4.1	STR_5771	7.05577885790037	STR length
his-20	K06C4.4.1	STR_5983	8.00556801614893	STR length
his-20	K06C4.4.1	STR_6418	8.10506122884112	STR length
ate-1	K07A1.9d.1	STR_3756	7.42836422720977	STR length
ate-1	K07A1.9d.1	STR_3772	7.9062139663527	STR length
ate-1	K07A1.9d.1	STR_3785	8.86166809339146	STR length
ate-1	K07A1.9d.1	STR_3804	7.92793064345186	STR length
ate-1	K07A1.9d.1	STR_3855	7.87936823008695	STR length
ate-1	K07A1.9d.1	STR_3993	7.69147181782731	STR length
ate-1	K07A1.9d.1	STR_4087	8.74617765699783	STR length
ate-1	K07A1.9d.1	STR_4095	7.79841964518212	STR length
cyp-35A5	K07C6.5.1	STR_25159	8.33480751307519	STR length
cyp-35A5	K07C6.5.1	STR_25367	8.9441703494547	STR length
fecl-1	K07G5.6.2	STR_31660	7.19544392055461	STR length
fecl-1	K07G5.6.2	STR_31931	7.07757149461307	STR length
K07H8.2	K07H8.2a.2	STR_24022	7.38337669941208	STR length
K07H8.2	K07H8.2b.2	STR_8244	8.17459530996069	STR length
K07H8.5	K07H8.5.1	STR_19758	6.97598664775924	STR length
K07H8.5	K07H8.5.1	STR_19851	8.42825334719586	STR length
K07H8.5	K07H8.5.1	STR_20187	8.46400484070428	STR length
K07H8.5	K07H8.5.1	STR_29077	8.19806069383099	STR length
K07H8.5	K07H8.5.1	STR_29088	8.00560837757058	STR length
K07H8.5	K07H8.5.1	STR_29315	8.27527260771138	STR length
K07H8.5	K07H8.5.1	STR_29599	7.10901218623668	STR length
lido-8	K08A2.1.1	STR_20542	9.47460089252936	STR length
lido-8	K08A2.1.1	STR_20560	8.01722022907997	STR length
lido-8	K08A2.1.1	STR_20617	7.50464851394131	STR length
lido-8	K08A2.1.1	STR_20698	7.98547800734993	STR length
lido-8	K08A2.1.1	STR_20720	7.09171269106797	STR length
lido-8	K08A2.1.1	STR_20924	8.30889701445496	STR length
lido-8	K08A2.1.1	STR_21039	9.16259198705735	STR length
K08D8.4	K08D8.4a.1	STR_19275	7.51661177969877	STR length
K08D8.4	K08D8.4a.1	STR_19279	8.13872374425435	STR length
K08D8.4	K08D8.4a.1	STR_19343	8.37352619582288	STR length
K08D8.4	K08D8.4a.1	STR_19851	6.94512204562284	STR length
K08D8.4	K08D8.4a.1	STR_20086	7.68431385694271	STR length
K08D8.4	K08D8.4a.1	STR_20125	12.7011336704321	STR length
K08D8.4	K08D8.4a.1	STR_20143	12.6132166975227	STR length
K08D8.4	K08D8.4a.1	STR_20254	9.74976420508746	STR length
K08D8.4	K08D8.4a.1	STR_23401	8.08829325198303	STR length
K08D8.4	K08D8.4d.1	STR_19200	8.29626453009859	STR length
K08D8.4	K08D8.4d.1	STR_19264	9.19345653090719	STR length
K08D8.4	K08D8.4d.1	STR_19275	10.1813672545214	STR length
K08D8.4	K08D8.4d.1	STR_19279	10.4558648851471	STR length
K08D8.4	K08D8.4d.1	STR_19328	7.93808405670126	STR length
K08D8.4	K08D8.4d.1	STR_19343	12.7566456730562	STR length
K08D8.4	K08D8.4d.1	STR_19397	9.20134971600164	STR length
K08D8.4	K08D8.4d.1	STR_19414	9.48614597350551	STR length
K08D8.4	K08D8.4d.1	STR_19851	10.3824585209751	STR length
K08D8.4	K08D8.4d.1	STR_20125	16.8114785227273	STR length
K08D8.4	K08D8.4d.1	STR_20143	17.7692594668159	STR length
K08D8.4	K08D8.4d.1	STR_20254	8.22531807695147	STR length
K08D8.4	K08D8.4d.1	STR_20380	7.04552441939277	STR length
K08D8.4	K08D8.4d.1	STR_20521	8.49421907722994	STR length
K08D8.4	K08D8.4d.1	STR_20617	7.79842431987397	STR length
K08D8.4	K08D8.4d.1	STR_20678	8.55757220874139	STR length
K08D8.4	K08D8.4d.1	STR_20688	7.36880975186348	STR length
K08D8.4	K08D8.4d.1	STR_20698	8.58280482892536	STR length
K08D8.4	K08D8.4d.1	STR_20719	9.7908136196148	STR length
K08D8.4	K08D8.4d.1	STR_20774	9.19154244019261	STR length
K08D8.4	K08D8.4d.1	STR_20797	8.26275594281131	STR length
K08D8.5	K08D8.5.2	STR_29824	8.86036599064835	STR length
K08D8.5	K08D8.5.2	STR_29829	9.19684723114977	STR length
K08D8.5	K08D8.5.2	STR_29832	8.05899921654385	STR length
K08D8.5	K08D8.5.2	STR_30059	7.91904474673914	STR length
K08D9.9	K08D9.9.1	STR_25134	9.46885422853045	STR length
K08D9.9	K08D9.9.1	STR_25143	8.65935766078726	STR length
K08D9.9	K08D9.9.1	STR_25168	7.62786705768532	STR length
K08D9.9	K08D9.9.1	STR_25250	9.95262567920479	STR length
K08D9.9	K08D9.9.1	STR_25278	7.43842575066789	STR length
K08D9.9	K08D9.9.1	STR_25367	11.4461500221999	STR length
K08D9.9	K08D9.9.1	STR_25415	6.89605183002212	STR length
K08D9.9	K08D9.9.1	STR_25429	8.67917101483551	STR length
K08D9.9	K08D9.9.1	STR_25430	7.1819655101938	STR length
K08D9.9	K08D9.9.1	STR_25456	8.39923924803864	STR length
K08D9.9	K08D9.9.1	STR_25478	6.89261002918235	STR length
K08E7.5	K08E7.5a.1	STR_20542	9.26452020380703	STR length
K08E7.5	K08E7.5a.2	STR_24724	7.35840487446006	STR length
K08E7.5	K08E7.5a.2	STR_24917	9.83569616626401	STR length
lea-1	K08H10.1a.1	STR_8184	7.84390362799521	STR length
K08H2.3	K08H2.3.1	STR_20555	7.13691942433142	STR length
K08H2.3	K08H2.3.1	STR_20584	8.63933954749938	STR length
K08H2.3	K08H2.3.1	STR_20863	8.10178984476948	STR length
K08H2.3	K08H2.3.1	STR_21039	11.3736463811721	STR length
K08H2.3	K08H2.3.1	STR_21374	11.4205815638817	STR length
K08H2.3	K08H2.3.1	STR_21645	6.86776545911517	STR length
bgnt-1.5	K08H2.9.1	STR_29608	7.75117492148186	STR length
cyp-35A3	K09D9.2.1	STR_6788	6.93059246392659	STR length
cyp-35A3	K09D9.2.1	STR_6905	9.31946838479365	STR length
cyp-35A3	K09D9.2.1	STR_6968	9.64631778326354	STR length
cyp-35A3	K09D9.2.1	STR_6980	10.4868723099969	STR length
cyp-35A3	K09D9.2.1	STR_7021	8.32158576451993	STR length
cyp-35A3	K09D9.2.1	STR_7041	11.7400353456357	STR length
cyp-35A3	K09D9.2.1	STR_7080	9.39234641678738	STR length
cyp-35A3	K09D9.2.1	STR_7086	7.50130479911628	STR length
cyp-35A3	K09D9.2.1	STR_7100	8.04132241531996	STR length
