Hotspot	hotspot_Chr	Merged_hotspots_cM	merged_Hotspot_QTL_count	hotspot_cM_center	str_genotype	pSTR	n_med_STR	n_tx	n_hs_eSTR	p1	hotspotpos
Yes	II	19, 19.5	54	19.25	factor_length	STR_8204	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8215	2	26	102	3.7037037037037	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8252	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8269	4	26	102	7.40740740740741	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8310	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8350	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8354	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8365	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8366	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8371	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8459	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8499	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8510	2	26	102	3.7037037037037	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8519	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8538	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8560	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8578	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8592	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8596	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8599	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8658	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8660	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8661	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8669	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8704	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8798	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8799	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8807	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8821	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8846	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8868	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8899	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8901	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8932	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8941	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8969	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8233	8	26	102	14.8148148148148	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8244	7	26	102	12.962962962963	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8184	10	26	102	18.5185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7314	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7346	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7363	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7421	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7579	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7720	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7727	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7770	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7844	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7900	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7953	2	26	102	3.7037037037037	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8010	2	26	102	3.7037037037037	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8181	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8249	4	26	102	7.40740740740741	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8257	2	26	102	3.7037037037037	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8338	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8475	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8535	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8540	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8521	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8611	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8631	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8719	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8833	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8843	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7858	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7859	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7863	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7913	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7945	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7969	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7983	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_8018	1	26	102	1.85185185185185	II_19.25
Yes	II	19, 19.5	54	19.25	factor_length	STR_7896	2	26	102	3.7037037037037	II_19.25
Yes	X	44	16	44	factor_length	STR_31433	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31552	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31604	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31743	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31801	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31840	2	8	62	12.5	X_44
Yes	X	44	16	44	factor_length	STR_30900	2	8	62	12.5	X_44
Yes	X	44	16	44	factor_length	STR_30923	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_30948	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_30952	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_30980	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31326	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31327	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31328	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31497	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31517	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31591	4	8	62	25	X_44
Yes	X	44	16	44	factor_length	STR_31655	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31672	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31744	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31764	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31861	2	8	62	12.5	X_44
Yes	X	44	16	44	factor_length	STR_31927	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31938	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31968	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_30939	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_30953	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31268	2	8	62	12.5	X_44
Yes	X	44	16	44	factor_length	STR_31270	2	8	62	12.5	X_44
Yes	X	44	16	44	factor_length	STR_31579	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31593	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31670	2	8	62	12.5	X_44
Yes	X	44	16	44	factor_length	STR_31658	4	8	62	25	X_44
Yes	X	44	16	44	factor_length	STR_31896	4	8	62	25	X_44
Yes	X	44	16	44	factor_length	STR_30522	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_30580	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_30581	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_30635	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31029	3	8	62	18.75	X_44
Yes	X	44	16	44	factor_length	STR_31038	3	8	62	18.75	X_44
Yes	X	44	16	44	factor_length	STR_31065	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31091	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31094	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31125	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31160	2	8	62	12.5	X_44
Yes	X	44	16	44	factor_length	STR_31381	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31429	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31449	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31450	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31460	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31491	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31563	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31601	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31609	3	8	62	18.75	X_44
Yes	X	44	16	44	factor_length	STR_31660	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31677	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31800	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31808	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31819	3	8	62	18.75	X_44
Yes	X	44	16	44	factor_length	STR_31931	1	8	62	6.25	X_44
Yes	X	44	16	44	factor_length	STR_31128	2	8	62	12.5	X_44
Yes	X	44	16	44	factor_length	STR_30891	1	8	62	6.25	X_44
Yes	II	2.5	184	2.5	factor_length	STR_6008	2	23	29	1.08695652173913	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6566	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6583	2	23	29	1.08695652173913	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6964	2	23	29	1.08695652173913	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_7265	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5770	2	23	29	1.08695652173913	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6004	2	23	29	1.08695652173913	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6006	2	23	29	1.08695652173913	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5771	5	23	29	2.71739130434783	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5983	4	23	29	2.17391304347826	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6418	5	23	29	2.71739130434783	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5772	9	23	29	4.89130434782609	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5773	6	23	29	3.26086956521739	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5803	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5857	7	23	29	3.80434782608696	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6005	5	23	29	2.71739130434783	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6188	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6258	2	23	29	1.08695652173913	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5990	4	23	29	2.17391304347826	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5825	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5852	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6138	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6274	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6312	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6316	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6552	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6767	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_6970	1	23	29	0.543478260869565	II_2.5
Yes	II	2.5	184	2.5	factor_length	STR_5762	1	23	29	0.543478260869565	II_2.5
Yes	IV	40.5	16	40.5	factor_length	STR_20521	4	8	42	25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20779	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_21039	2	8	42	12.5	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20555	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20678	3	8	42	18.75	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20332	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20598	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20698	3	8	42	18.75	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20719	3	8	42	18.75	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20799	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20321	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20469	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20542	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20560	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20574	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20584	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20617	2	8	42	12.5	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20637	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20688	2	8	42	12.5	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20714	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20782	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20826	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20832	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20864	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20918	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_21150	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_19200	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_19264	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_19275	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_19279	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_19328	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_19343	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_19397	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_19414	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_19851	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20125	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20143	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20254	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20380	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20774	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20797	1	8	42	6.25	IV_40.5
Yes	IV	40.5	16	40.5	factor_length	STR_20924	1	8	42	6.25	IV_40.5
Yes	X	38	23	38	factor_length	STR_31128	2	4	8	8.69565217391304	X_38
Yes	X	38	23	38	factor_length	STR_30572	1	4	8	4.34782608695652	X_38
Yes	X	38	23	38	factor_length	STR_30583	1	4	8	4.34782608695652	X_38
Yes	X	38	23	38	factor_length	STR_30652	1	4	8	4.34782608695652	X_38
Yes	X	38	23	38	factor_length	STR_30702	1	4	8	4.34782608695652	X_38
Yes	X	38	23	38	factor_length	STR_30836	1	4	8	4.34782608695652	X_38
Yes	X	38	23	38	factor_length	STR_31038	1	4	8	4.34782608695652	X_38
Yes	X	38	23	38	factor_length	STR_30956	1	4	8	4.34782608695652	X_38
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12858	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13147	9	36	184	11.5384615384615	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13233	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13248	10	36	184	12.8205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13287	8	36	184	10.2564102564103	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13304	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13348	12	36	184	15.3846153846154	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12992	10	36	184	12.8205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13057	10	36	184	12.8205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13083	10	36	184	12.8205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13099	11	36	184	14.1025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13399	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13545	8	36	184	10.2564102564103	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13656	9	36	184	11.5384615384615	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13676	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13678	10	36	184	12.8205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13691	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13757	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13760	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13855	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13901	8	36	184	10.2564102564103	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13904	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13942	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13973	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12973	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13419	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13527	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13535	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13618	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13850	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13902	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13985	1	36	184	1.28205128205128	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12836	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13206	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_11887	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_11915	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_11931	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12113	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12417	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12439	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13084	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13123	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13361	9	36	184	11.5384615384615	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13392	8	36	184	10.2564102564103	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13467	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13478	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13501	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13502	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13750	8	36	184	10.2564102564103	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13806	8	36	184	10.2564102564103	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13091	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13124	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12736	9	36	184	11.5384615384615	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12737	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12753	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12757	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12763	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12773	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12783	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12793	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12805	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12813	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12816	3	36	184	3.84615384615385	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12832	4	36	184	5.12820512820513	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12843	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12844	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12860	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12895	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12907	2	36	184	2.56410256410256	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12914	5	36	184	6.41025641025641	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_12915	7	36	184	8.97435897435897	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13073	8	36	184	10.2564102564103	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13075	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13113	6	36	184	7.69230769230769	III_26.75
Yes	III	26, 26.5, 27, 27.5	78	26.75	factor_length	STR_13114	4	36	184	5.12820512820513	III_26.75
